S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8497,03/10/2020,Manipur,11397,2336,8992,69
8498,04/10/2020,Manipur,11649,2497,9081,71
8499,05/10/2020,Manipur,11855,2576,9205,74
8500,06/10/2020,Manipur,12105,2696,9334,75
8501,07/10/2020,Manipur,12240,2680,9482,78
8502,08/10/2020,Manipur,12489,2805,9604,80
8503,09/10/2020,Manipur,12679,2877,9719,83
8504,10/10/2020,Manipur,12810,2858,9866,86
8505,11/10/2020,Manipur,13092,2608,10396,88
8506,12/10/2020,Manipur,13326,2731,10504,91
8507,13/10/2020,Manipur,13556,2756,10707,93
8508,14/10/2020,Manipur,13793,2867,10829,97
8509,15/10/2020,Manipur,14094,3076,10915,103
8510,16/10/2020,Manipur,14378,3193,11081,104
8511,17/10/2020,Manipur,14715,3361,11245,109
8512,18/10/2020,Manipur,15141,3587,11443,111
8513,19/10/2020,Manipur,15463,3606,11741,116
8514,20/10/2020,Manipur,15778,3748,11913,117
8515,21/10/2020,Manipur,16062,3882,12059,121
8516,22/10/2020,Manipur,16267,3846,12297,124
8517,23/10/2020,Manipur,16621,4101,12393,127
8518,24/10/2020,Manipur,16777,4083,12562,132
8519,25/10/2020,Manipur,17022,4165,12719,138
8520,26/10/2020,Manipur,17162,4166,12857,139
8521,27/10/2020,Manipur,17424,4223,13057,144
8522,28/10/2020,Manipur,17604,4246,13208,150
8523,29/10/2020,Manipur,17809,4233,13420,156
8524,30/10/2020,Manipur,18051,4308,13583,160
8525,31/10/2020,Manipur,18272,4303,13805,164
8526,01/11/2020,Manipur,18502,3472,14862,168
8527,02/11/2020,Manipur,18750,3514,15065,171
8528,03/11/2020,Manipur,19091,3568,15343,180
8529,04/11/2020,Manipur,19241,3597,15460,184
8530,05/11/2020,Manipur,19503,3698,15618,187
8531,06/11/2020,Manipur,19725,3786,15750,189
8532,07/11/2020,Manipur,19891,3608,16092,191
8533,08/11/2020,Manipur,20131,3223,16714,194
8534,09/11/2020,Manipur,20376,3107,17072,197
8535,10/11/2020,Manipur,20558,3101,17259,198
8536,11/11/2020,Manipur,20777,3043,17534,200
8537,12/11/2020,Manipur,20950,3050,17698,202
8538,13/11/2020,Manipur,21211,3115,17889,207
8539,14/11/2020,Manipur,21425,3068,18144,213
8540,15/11/2020,Manipur,21636,3084,18334,218
8541,16/11/2020,Manipur,21871,3057,18593,221
8542,17/11/2020,Manipur,22049,2993,18832,224
8543,18/11/2020,Manipur,22208,2918,19065,225
8544,19/11/2020,Manipur,22318,2828,19259,231
8545,20/11/2020,Manipur,22548,2886,19431,231
8546,21/11/2020,Manipur,22748,2896,19620,232
8547,22/11/2020,Manipur,23018,2972,19813,233
8548,23/11/2020,Manipur,23400,3146,20018,236
8549,24/11/2020,Manipur,23650,3038,20374,238
8550,25/11/2020,Manipur,23940,3175,20525,240
8551,26/11/2020,Manipur,24133,3248,20640,245
8552,27/11/2020,Manipur,24292,3245,20798,249
8553,28/11/2020,Manipur,24514,3252,21006,256
8554,29/11/2020,Manipur,24749,3283,21203,263
8555,30/11/2020,Manipur,24910,3236,21401,273
8556,01/12/2020,Manipur,25045,3198,21566,281
8557,02/12/2020,Manipur,25243,3236,21718,289
8558,03/12/2020,Manipur,25390,3162,21937,291
8559,04/12/2020,Manipur,25536,3070,22172,294
8560,05/12/2020,Manipur,25691,2951,22445,295
8561,06/12/2020,Manipur,25857,2903,22655,299
8562,07/12/2020,Manipur,26073,2919,22848,306
8563,08/12/2020,Manipur,26225,2919,22997,309
8564,09/12/2020,Manipur,26396,2919,23166,311
8565,10/12/2020,Manipur,26534,2915,23301,318
8566,11/12/2020,Manipur,26685,2970,23397,318
8567,12/12/2020,Manipur,26859,2998,23541,320
8568,13/12/2020,Manipur,27036,3057,23657,322
8569,14/12/2020,Manipur,27155,3074,23759,322
8570,15/12/2020,Manipur,27209,2146,24739,324
8571,17/12/2020,Manipur,27373,1937,25107,329
8572,18/12/2020,Manipur,27454,1872,25250,332
8573,19/12/2020,Manipur,27540,1835,25371,334
8574,20/12/2020,Manipur,27598,1750,25512,336
8575,21/12/2020,Manipur,27646,1663,25646,337
8576,22/12/2020,Manipur,27684,1568,25779,337
8577,23/12/2020,Manipur,27723,1458,25928,337
8578,24/12/2020,Manipur,27827,1459,26030,338
8579,25/12/2020,Manipur,27876,1362,26173,341
8580,26/12/2020,Manipur,27943,1352,26247,344
8581,27/12/2020,Manipur,27976,1301,26331,344
8582,28/12/2020,Manipur,28029,1277,26404,348
8583,29/12/2020,Manipur,28060,1234,26478,348
8584,30/12/2020,Manipur,28096,1222,26521,353
8585,31/12/2020,Manipur,28137,1182,26601,354
8586,03/01/2021,Manipur,28243,1104,26782,357
8587,04/01/2021,Manipur,28281,1108,26815,358
8588,05/01/2021,Manipur,28332,1109,26862,361
8589,06/01/2021,Manipur,28418,442,27613,363
8590,07/01/2021,Manipur,28484,479,27642,363
8591,08/01/2021,Manipur,28531,490,27677,364
8592,09/01/2021,Manipur,28579,480,27735,364
8593,10/01/2021,Manipur,28646,515,27766,365
8594,11/01/2021,Manipur,28660,490,27805,365
8595,12/01/2021,Manipur,28693,477,27851,365
8596,13/01/2021,Manipur,28725,481,27879,365
8597,14/01/2021,Manipur,28769,469,27935,365
8598,15/01/2021,Manipur,28787,446,27976,365
8599,16/01/2021,Manipur,28811,436,28010,365
8600,17/01/2021,Manipur,28835,380,28089,366
8601,18/01/2021,Manipur,28856,343,28147,366
8602,19/01/2021,Manipur,28867,296,28205,366
8603,20/01/2021,Manipur,28900,235,28298,367
8604,21/01/2021,Manipur,28919,244,28308,367
8605,22/01/2021,Manipur,28938,220,28351,367
8606,23/01/2021,Manipur,28953,197,28387,369
8607,24/01/2021,Manipur,28970,196,28405,369
8608,25/01/2021,Manipur,28986,201,28416,369
8609,27/01/2021,Manipur,29003,171,28463,369
8610,28/01/2021,Manipur,29007,161,28476,370
8611,29/01/2021,Manipur,29022,153,28499,370
8612,30/01/2021,Manipur,29037,142,28524,371
8613,31/01/2021,Manipur,29052,136,28545,371
8614,01/02/2021,Manipur,29068,144,28553,371
8615,02/02/2021,Manipur,29072,139,28562,371
8616,03/02/2021,Manipur,29077,138,28568,371
8617,04/02/2021,Manipur,29086,111,28603,372
8618,05/02/2021,Manipur,29099,113,28614,372
8619,06/02/2021,Manipur,29110,113,28625,372
8620,07/02/2021,Manipur,29117,109,28636,372
8621,08/02/2021,Manipur,29126,99,28654,373
8622,09/02/2021,Manipur,29130,85,28672,373
8623,10/02/2021,Manipur,29137,77,28687,373
8624,11/02/2021,Manipur,29148,49,28726,373
8625,12/02/2021,Manipur,29155,53,28729,373
8626,13/02/2021,Manipur,29166,56,28737,373
8627,14/02/2021,Manipur,29183,66,28744,373
8628,15/02/2021,Manipur,29196,75,28748,373
8629,16/02/2021,Manipur,29204,76,28755,373
8630,17/02/2021,Manipur,29213,83,28757,373
8631,18/02/2021,Manipur,29223,91,28759,373
8632,19/02/2021,Manipur,29225,83,28769,373
8633,20/02/2021,Manipur,29230,85,28772,373
8634,21/02/2021,Manipur,29233,84,28776,373
8635,22/02/2021,Manipur,29237,80,28784,373
8636,23/02/2021,Manipur,29240,49,28818,373
8637,24/02/2021,Manipur,29243,36,28834,373
8638,25/02/2021,Manipur,29250,41,28836,373
8639,26/02/2021,Manipur,29253,40,28840,373
8640,27/02/2021,Manipur,29260,37,28850,373
8641,01/03/2021,Manipur,29273,33,28867,373
8642,02/03/2021,Manipur,29274,30,28871,373
8643,03/03/2021,Manipur,29282,33,28876,373
8644,04/03/2021,Manipur,29283,32,28878,373
8645,06/03/2021,Manipur,29286,33,28880,373
8646,07/03/2021,Manipur,29288,31,28884,373
8647,08/03/2021,Manipur,29291,28,28890,373
8648,09/03/2021,Manipur,29296,29,28894,373
8649,10/03/2021,Manipur,29298,30,28895,373
8650,11/03/2021,Manipur,29305,35,28897,373
8651,13/03/2021,Manipur,29310,30,28907,373
8652,14/03/2021,Manipur,29311,27,28911,373
8653,15/03/2021,Manipur,29313,26,28914,373
8654,16/03/2021,Manipur,29313,24,28916,373
8655,17/03/2021,Manipur,29315,24,28918,373
8656,18/03/2021,Manipur,29323,28,28922,373
8657,19/03/2021,Manipur,29325,28,28924,373
8658,20/03/2021,Manipur,29326,24,28929,373
8659,21/03/2021,Manipur,29332,28,28931,373
8660,22/03/2021,Manipur,29335,29,28933,373
8661,23/03/2021,Manipur,29339,33,28933,373
8662,24/03/2021,Manipur,29352,44,28935,373
8663,25/03/2021,Manipur,29362,53,28935,374
8664,27/03/2021,Manipur,29373,60,28939,374
8665,28/03/2021,Manipur,29376,58,28944,374
8666,29/03/2021,Manipur,29385,63,28948,374
8667,30/03/2021,Manipur,29391,67,28950,374
8668,31/03/2021,Manipur,29393,67,28952,374
8669,01/04/2021,Manipur,29400,70,28956,374
8670,02/04/2021,Manipur,29401,64,28963,374
8671,03/04/2021,Manipur,29406,57,28975,374
8672,04/04/2021,Manipur,29415,60,28981,374
8673,05/04/2021,Manipur,29423,61,28988,374
8674,06/04/2021,Manipur,29428,57,28997,374
8675,07/04/2021,Manipur,29435,63,28998,374
8676,08/04/2021,Manipur,29447,75,28998,374
8677,09/04/2021,Manipur,29463,87,29001,375
8678,10/04/2021,Manipur,29475,91,29009,375
8679,11/04/2021,Manipur,29486,101,29010,375
8680,12/04/2021,Manipur,29496,107,29013,376
8681,13/04/2021,Manipur,29514,103,29035,376
8682,14/04/2021,Manipur,29540,118,29046,376
8683,15/04/2021,Manipur,29561,133,29052,376
8684,16/04/2021,Manipur,29579,141,29062,376
8685,15/04/2020,Meghalaya,1,1,0,0
8686,16/04/2020,Meghalaya,7,6,0,1
8687,17/04/2020,Meghalaya,7,6,0,1
8688,18/04/2020,Meghalaya,9,8,0,1
8689,19/04/2020,Meghalaya,11,10,0,1
8690,20/04/2020,Meghalaya,11,10,0,1
8691,21/04/2020,Meghalaya,11,10,0,1
8692,22/04/2020,Meghalaya,12,11,0,1
8693,23/04/2020,Meghalaya,12,11,0,1
8694,24/04/2020,Meghalaya,12,11,0,1
8695,25/04/2020,Meghalaya,12,11,0,1
8696,26/04/2020,Meghalaya,12,11,0,1
8697,27/04/2020,Meghalaya,12,11,0,1
8698,28/04/2020,Meghalaya,12,11,0,1
8699,29/04/2020,Meghalaya,12,11,0,1
8700,30/04/2020,Meghalaya,12,11,0,1
8701,01/05/2020,Meghalaya,12,11,0,1
8702,02/05/2020,Meghalaya,12,11,0,1
8703,03/05/2020,Meghalaya,12,11,0,1
8704,04/05/2020,Meghalaya,12,11,0,1
8705,05/05/2020,Meghalaya,12,11,0,1
8706,06/05/2020,Meghalaya,12,1,10,1
8707,07/05/2020,Meghalaya,12,1,10,1
8708,08/05/2020,Meghalaya,12,1,10,1
8709,09/05/2020,Meghalaya,12,1,10,1
